"文件","入口","数量","保留理由","候选逐项原文"
"packages/storage/src/automationStore.ts","setStatus","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":574,""text"":""ZEUS_AUTOMATION_CONFIG_NOT_FOUND: 自动化任务不存在。""}]"
"packages/storage/src/automationStore.ts","delete","1","模板或 SQL，非界面提示","[{""line"":580,""text"":""UPDATE automation_tasks SET status = 'deleted', deleted_at = ?, updated_at = ? WHERE id = ? AND deleted_at IS NULL""}]"
"packages/storage/src/automationStore.ts","setNextRun","1","模板或 SQL，非界面提示","[{""line"":584,""text"":""UPDATE automation_tasks SET next_run_at = ?, last_triggered_at = COALESCE(?, last_triggered_at), updated_at = ? WHERE id = ?""}]"
"packages/storage/src/automationStore.ts","setFullAccessGrant","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":589,""text"":""ZEUS_AUTOMATION_PERMISSION_GRANT_STALE: 完全访问授权与当前配置不匹配。""}]"
"packages/storage/src/automationStore.ts","setFullAccessGrant","1","模板或 SQL，非界面提示","[{""line"":592,""text"":""INSERT INTO automation_full_access_grants (automation_id, config_revision, granted, granted_at, revoked_at, updated_at) VALUES (?, ?, ?, ?, ?, ?)\n       ON CONFLICT(automation_id) DO UPDATE SET config_revision = excluded.config_revision, granted = excluded.granted,\n         granted_at = excluded.granted_at, revoked_at = excluded.revoked_at, updated_at = excluded.updated_at""}]"
"packages/storage/src/automationStore.ts","hasFullAccessGrant","1","模板或 SQL，非界面提示","[{""line"":600,""text"":""SELECT granted FROM automation_full_access_grants WHERE automation_id = ? AND config_revision = ?""}]"
"packages/storage/src/automationStore.ts","insertTask","1","模板或 SQL，非界面提示","[{""line"":605,""text"":""INSERT INTO automation_tasks (id, name, description, prompt, status, current_revision_id, revision, trigger_kind, trigger_config_json, timezone,\n        conversation_mode, original_conversation_id, permission_mode, model_source_id, model_id, reasoning_effort, service_tier, fast_mode, skill_id,\n        plugin_ids_json, block_strategy, queue_capacity, max_runs_per_day, max_tokens_per_day, retention_days, notification_json, created_at, updated_at)\n       VALUES (?, ?, ?, ?, 'active', ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","insertRevision","1","模板或 SQL，非界面提示","[{""line"":642,""text"":""INSERT INTO automation_task_revisions (id, automation_id, revision, snapshot_json, project_ids_json, created_at) VALUES (?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","replaceTargets","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":653,""text"":""DELETE FROM automation_task_targets WHERE automation_id = ?""}]"
"packages/storage/src/automationStore.ts","replaceTargets","1","模板或 SQL，非界面提示","[{""line"":654,""text"":""INSERT INTO automation_task_targets (automation_id, project_id, position, enabled, created_at) VALUES (?, ?, ?, 1, ?)""}]"
"packages/storage/src/automationStore.ts","enqueue","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":663,""text"":""ZEUS_AUTOMATION_TRIGGER_INACTIVE: 自动化任务未启用。""}]"
"packages/storage/src/automationStore.ts","enqueue.existing","1","模板或 SQL，非界面提示","[{""line"":665,""text"":""SELECT ${runSelect} FROM automation_runs WHERE automation_id = ? AND project_id = ? AND trigger_identity = ?""}]"
"packages/storage/src/automationStore.ts","enqueue.count","1","模板或 SQL，非界面提示","[{""line"":671,""text"":""SELECT COUNT(*) AS count FROM automation_runs WHERE automation_id = ? AND accepted_at BETWEEN ? AND ?""}]"
"packages/storage/src/automationStore.ts","enqueue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":672,""text"":""已达到当日运行次数上限。""}]"
"packages/storage/src/automationStore.ts","enqueue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":675,""text"":""当前修订的完全访问尚未授权。""}]"
"packages/storage/src/automationStore.ts","enqueue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":678,""text"":""已按阻塞策略丢弃本次触发。""}]"
"packages/storage/src/automationStore.ts","enqueue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":685,""text"":""覆盖时无法证明旧 Provider 或外部命令已停止。""}]"
"packages/storage/src/automationStore.ts","enqueue.queued","1","模板或 SQL，非界面提示","[{""line"":687,""text"":""SELECT id FROM automation_runs WHERE automation_id = ? AND project_id = ? AND status = 'queued' ORDER BY accepted_at, id""}]"
"packages/storage/src/automationStore.ts","enqueue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":689,""text"":""队列已满，已淘汰最早等待运行。""}]"
"packages/storage/src/automationStore.ts","enqueue","1","模板或 SQL，非界面提示","[{""line"":695,""text"":""INSERT INTO automation_runs (id, automation_id, automation_revision_id, project_id, trigger_kind, trigger_identity, causal_chain_id,\n          status, queue_position, attempt, unread, may_overlap_previous, previous_run_id, scheduled_at, accepted_at, created_at, updated_at)\n         VALUES (?, ?, ?, ?, ?, ?, ?, 'queued', ?, 0, 0, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","enqueue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":700,""text"":""INSERT OR IGNORE INTO automation_trigger_receipts (automation_id, project_id, trigger_identity, run_id, occurred_at, created_at) VALUES (?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","enqueue","1","模板或 SQL，非界面提示","[{""line"":709,""text"":""INSERT INTO automation_causal_chain_members (causal_chain_id, automation_id, project_id, run_id, created_at) VALUES (?, ?, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","enqueue","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":711,""text"":""因果链内已存在同一自动化与项目。""}]"
"packages/storage/src/automationStore.ts","getById.row","1","模板或 SQL，非界面提示","[{""line"":718,""text"":""SELECT ${runSelect} FROM automation_runs WHERE id = ?""}]"
"packages/storage/src/automationStore.ts","listByAutomation","1","模板或 SQL，非界面提示","[{""line"":724,""text"":""SELECT ${runSelect} FROM automation_runs WHERE automation_id = ? ORDER BY created_at DESC, id DESC LIMIT ?""}]"
"packages/storage/src/automationStore.ts","listInbox.clauses","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":728,""text"":""status IN ('succeeded', 'failed', 'blocked', 'cancelled', 'outcome_unknown')""}]"
"packages/storage/src/automationStore.ts","listInbox","1","模板或 SQL，非界面提示","[{""line"":736,""text"":""SELECT ${runSelect} FROM automation_runs WHERE ${clauses.join(' AND ')} ORDER BY completed_at DESC, created_at DESC LIMIT ?""}]"
"packages/storage/src/automationStore.ts","listDispatchable","1","模板或 SQL，非界面提示","[{""line"":742,""text"":""SELECT ${runSelect} FROM automation_runs r WHERE r.status = 'queued' AND COALESCE(r.queue_position, 0) = 0\n       AND NOT EXISTS (SELECT 1 FROM automation_runs active WHERE active.automation_id = r.automation_id AND active.project_id = r.project_id\n         AND active.id <> r.id AND active.status IN ('dispatching', 'running')) ORDER BY r.accepted_at, r.id LIMIT ?""}]"
"packages/storage/src/automationStore.ts","listActive","1","模板或 SQL，非界面提示","[{""line"":751,""text"":""SELECT ${runSelect} FROM automation_runs WHERE automation_id = ? AND project_id = ? AND status IN ('dispatching', 'running') ORDER BY accepted_at, id""}]"
"packages/storage/src/automationStore.ts","markDispatching","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":757,""text"":""ZEUS_AUTOMATION_DISPATCH_NOT_QUEUED: 运行已不在等待队列。""}]"
"packages/storage/src/automationStore.ts","markDispatching","1","模板或 SQL，非界面提示","[{""line"":760,""text"":""UPDATE automation_runs SET status = 'dispatching', attempt = ?, started_at = COALESCE(started_at, ?), updated_at = ? WHERE id = ? AND status = 'queued'""}]"
"packages/storage/src/automationStore.ts","markDispatching","1","模板或 SQL，非界面提示","[{""line"":761,""text"":""INSERT INTO automation_run_attempts (id, run_id, attempt, status, operation_identity, started_at) VALUES (?, ?, ?, 'dispatching', ?, ?)""}]"
"packages/storage/src/automationStore.ts","markRunning","1","模板或 SQL，非界面提示","[{""line"":775,""text"":""UPDATE automation_runs SET status = 'running', conversation_id = ?, submission_id = ?, updated_at = ? WHERE id = ? AND status = 'dispatching'""}]"
"packages/storage/src/automationStore.ts","markRunning","1","模板或 SQL，非界面提示","[{""line"":776,""text"":""UPDATE automation_run_attempts SET status = 'running', write_marker_at = COALESCE(write_marker_at, ?) WHERE run_id = ? AND attempt = (SELECT attempt FROM automation_runs WHERE id = ?)""}]"
"packages/storage/src/automationStore.ts","markRunning.revision","1","模板或 SQL，非界面提示","[{""line"":777,""text"":""SELECT snapshot_json FROM automation_task_revisions WHERE id = (SELECT automation_revision_id FROM automation_runs WHERE id = ?)""}]"
"packages/storage/src/automationStore.ts","markRunning","1","模板或 SQL，非界面提示","[{""line"":779,""text"":""UPDATE conversations SET origin_kind = 'automation', listing_scope = 'automation_inbox', automation_run_id = ? WHERE id = ?""}]"
"packages/storage/src/automationStore.ts","setTerminal","1","模板或 SQL，非界面提示","[{""line"":787,""text"":""UPDATE automation_runs SET status = ?, unread = 1, completed_at = COALESCE(completed_at, ?), error_code = ?, error_message = ?, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/automationStore.ts","setTerminal","1","模板或 SQL，非界面提示","[{""line"":795,""text"":""UPDATE automation_run_attempts SET status = ?, completed_at = COALESCE(completed_at, ?), error_code = ?, error_message = ? WHERE run_id = ? AND attempt = (SELECT attempt FROM automation_runs WHERE id = ?)""}]"
"packages/storage/src/automationStore.ts","setTerminal.task","1","模板或 SQL，非界面提示","[{""line"":803,""text"":""SELECT notification_json FROM automation_tasks WHERE id = (SELECT automation_id FROM automation_runs WHERE id = ?)""}]"
"packages/storage/src/automationStore.ts","setTerminal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":808,""text"":""INSERT OR IGNORE INTO automation_notification_outbox (id, run_id, kind, payload_json, status, attempt, available_at, created_at, updated_at)\n           VALUES (?, ?, ?, ?, 'pending', 0, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","setTerminal","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":827,""text"":""ZEUS_AUTOMATION_RUN_NOT_FOUND: 自动化运行不存在。""}]"
"packages/storage/src/automationStore.ts","acknowledge","1","模板或 SQL，非界面提示","[{""line"":832,""text"":""UPDATE automation_runs SET unread = 0 WHERE id = ?""}]"
"packages/storage/src/automationStore.ts","acknowledge","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":834,""text"":""ZEUS_AUTOMATION_RUN_NOT_FOUND: 自动化运行不存在。""}]"
"packages/storage/src/automationStore.ts","insertTerminal","1","模板或 SQL，非界面提示","[{""line"":842,""text"":""INSERT INTO automation_runs (id, automation_id, automation_revision_id, project_id, trigger_kind, trigger_identity, causal_chain_id, status,\n       attempt, unread, scheduled_at, accepted_at, completed_at, error_code, error_message, created_at, updated_at)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, 0, 1, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","insertTerminal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":847,""text"":""INSERT OR IGNORE INTO automation_trigger_receipts (automation_id, project_id, trigger_identity, run_id, occurred_at, created_at) VALUES (?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/automationStore.ts","promoteNext.next","1","模板或 SQL，非界面提示","[{""line"":861,""text"":""SELECT id FROM automation_runs WHERE automation_id = ? AND project_id = ? AND status = 'queued' ORDER BY accepted_at, id LIMIT 1""}]"
"packages/storage/src/automationStore.ts","promoteNext","1","模板或 SQL，非界面提示","[{""line"":863,""text"":""UPDATE automation_runs SET queue_position = 0 WHERE id = ?""}]"
"packages/storage/src/automationStore.ts","promoteNext","1","模板或 SQL，非界面提示","[{""line"":864,""text"":""UPDATE automation_runs SET queue_position = queue_position - 1 WHERE automation_id = ? AND project_id = ? AND status = 'queued' AND queue_position > 0 AND id <> ?""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema.existing","1","模板或 SQL，非界面提示","[{""line"":211,""text"":""SELECT checksum FROM schema_migrations WHERE migration_id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":213,""text"":""命令派发迁移账本与当前结构定义不一致，已拒绝继续打开数据库。""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","模板或 SQL，非界面提示","[{""line"":218,""text"":""CREATE TABLE IF NOT EXISTS command_inbox (\n        command_id TEXT PRIMARY KEY CHECK (length(command_id) > 0),\n        schema_generation TEXT NOT NULL CHECK (length(schema_generation) > 0),\n        command_type TEXT NOT NULL CHECK (length(command_type) > 0),\n        actor_kind TEXT NOT NULL CHECK (length(actor_kind) > 0),\n        actor_id TEXT,\n        scope_kind TEXT NOT NULL CHECK (length(scope_kind) > 0),\n        scope_id TEXT NOT NULL CHECK (length(scope_id) > 0),\n        expected_revision INTEGER CHECK (expected_revision IS NULL OR expected_revision >= 0),\n        idempotency_key TEXT NOT NULL CHECK (length(idempotency_key) > 0),\n        envelope_sha256 TEXT NOT NULL CHECK (length(envelope_sha256) = 64 AND envelope_sha256 NOT GLOB '*[^0-9a-f]*'),\n        request_sha256 TEXT NOT NULL CHECK (length(request_sha256) = 64 AND request_sha256 NOT GLOB '*[^0-9a-f]*'),\n        envelope_json TEXT NOT NULL CHECK (json_valid(envelope_json)),\n        delivery_state TEXT NOT NULL CHECK (delivery_state IN ('pending', 'retryable', 'terminal')),\n        last_outcome TEXT CHECK (last_outcome IS NULL OR last_outcome IN ('failed_before_write', 'explicitly_rejected', 'outcome_unknown_after_write', 'accepted')),\n        created_at TEXT NOT NULL,\n        updated_at TEXT NOT NULL,\n        UNIQUE (scope_kind, scope_id, idempotency_key)\n      )""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","模板或 SQL，非界面提示","[{""line"":258,""text"":""CREATE TABLE IF NOT EXISTS command_outbox (\n        id TEXT PRIMARY KEY CHECK (length(id) > 0),\n        command_id TEXT NOT NULL REFERENCES command_inbox(command_id),\n        attempt INTEGER NOT NULL CHECK (attempt > 0),\n        destination_kind TEXT NOT NULL CHECK (length(destination_kind) > 0),\n        destination_id TEXT NOT NULL CHECK (length(destination_id) > 0),\n        resource_id TEXT NOT NULL CHECK (length(resource_id) > 0),\n        external_operation_id TEXT,\n        state TEXT NOT NULL CHECK (state IN ('prepared', 'provider_write_started', 'resolved')),\n        outcome TEXT CHECK (outcome IS NULL OR outcome IN ('failed_before_write', 'explicitly_rejected', 'outcome_unknown_after_write', 'accepted')),\n        auto_retry_permitted INTEGER NOT NULL CHECK (auto_retry_permitted IN (0, 1)),\n        prepared_at TEXT NOT NULL,\n        provider_write_started_at TEXT,\n        resolved_at TEXT,\n        updated_at TEXT NOT NULL,\n        UNIQUE (command_id, attempt),\n        CHECK ((state = 'resolved' AND outcome IS NOT NULL AND resolved_at IS NOT NULL) OR (state <> 'resolved' AND outcome IS NULL AND resolved_at IS NULL)),\n        CHECK ((state = 'prepared' AND provider_write_started_at IS NULL) OR state <> 'prepared')\n      )""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":280,""text"":""ALTER TABLE command_outbox ADD COLUMN external_operation_id TEXT""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":300,""text"":""CREATE INDEX IF NOT EXISTS idx_command_outbox_dispatch ON command_outbox(state, prepared_at, command_id)""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":302,""text"":""DROP INDEX IF EXISTS ux_command_outbox_external_operation""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":303,""text"":""CREATE TRIGGER IF NOT EXISTS command_outbox_block_cross_command_external_identity\n      BEFORE INSERT ON command_outbox\n      WHEN NEW.destination_kind = 'external_operation'\n       AND NEW.external_operation_id IS NOT NULL\n       AND EXISTS (\n         SELECT 1\n           FROM command_outbox AS existing\n          WHERE existing.destination_kind = 'external_operation'\n            AND existing.destination_id = NEW.destination_id\n            AND existing.external_operation_id = NEW.external_operation_id\n            AND existing.command_id <> NEW.command_id\n       )\n      BEGIN\n        SELECT RAISE(ABORT, 'external operation identity belongs to another command');\n      END""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","模板或 SQL，非界面提示","[{""line"":321,""text"":""CREATE TABLE IF NOT EXISTS command_delivery_receipts (\n        id TEXT PRIMARY KEY CHECK (length(id) > 0),\n        command_id TEXT NOT NULL REFERENCES command_inbox(command_id),\n        outbox_id TEXT NOT NULL REFERENCES command_outbox(id),\n        sequence INTEGER NOT NULL CHECK (sequence > 0),\n        outcome TEXT NOT NULL CHECK (outcome IN ('failed_before_write', 'explicitly_rejected', 'outcome_unknown_after_write', 'accepted')),\n        provider_id TEXT,\n        provider_generation_id TEXT,\n        native_session_id TEXT,\n        native_turn_id TEXT,\n        operation_identity TEXT,\n        evidence_sha256 TEXT NOT NULL CHECK (length(evidence_sha256) = 64 AND evidence_sha256 NOT GLOB '*[^0-9a-f]*'),\n        evidence_json TEXT NOT NULL CHECK (json_valid(evidence_json)),\n        occurred_at TEXT NOT NULL,\n        UNIQUE (outbox_id, sequence)\n      )""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":340,""text"":""ALTER TABLE command_delivery_receipts ADD COLUMN operation_identity TEXT""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":359,""text"":""CREATE INDEX IF NOT EXISTS idx_command_delivery_receipts_command ON command_delivery_receipts(command_id, occurred_at, outbox_id)""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":361,""text"":""CREATE UNIQUE INDEX IF NOT EXISTS ux_command_delivery_receipts_operation_identity\n         ON command_delivery_receipts(operation_identity)\n       WHERE outcome = 'accepted' AND operation_identity IS NOT NULL""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":366,""text"":""CREATE TRIGGER IF NOT EXISTS command_delivery_receipts_immutable_update\n      BEFORE UPDATE ON command_delivery_receipts\n      BEGIN\n        SELECT RAISE(ABORT, 'command delivery receipts are immutable');\n      END""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":373,""text"":""CREATE TRIGGER IF NOT EXISTS command_delivery_receipts_immutable_delete\n      BEFORE DELETE ON command_delivery_receipts\n      BEGIN\n        SELECT RAISE(ABORT, 'command delivery receipts are immutable');\n      END""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":380,""text"":""CREATE TRIGGER IF NOT EXISTS command_outbox_block_uncertain_replay\n      BEFORE INSERT ON command_outbox\n      WHEN EXISTS (\n        SELECT 1\n          FROM command_delivery_receipts AS receipt\n         WHERE receipt.command_id = NEW.command_id\n           AND receipt.outcome IN ('outcome_unknown_after_write', 'accepted')\n      )\n      BEGIN\n        SELECT RAISE(ABORT, 'command delivery terminal outcome blocks replay');\n      END""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":394,""text"":""INSERT OR IGNORE INTO schema_migrations (migration_id, description, checksum, applied_at) VALUES (?, ?, ?, ?)""}]"
"packages/storage/src/commandDeliveryStore.ts","migrateCommandDeliverySchema","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":396,""text"":""扩展四类 Command destination、Core 原子回执与外部副作用稳定 operation 身份""}]"
"packages/storage/src/commandDeliveryStore.ts","executeCoreApplication","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":430,""text"":""Core Application 命令已有非同一 accepted operation 回执，拒绝重复执行业务 mutation。""}]"
"packages/storage/src/commandDeliveryStore.ts","executeCoreApplication","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":437,""text"":""Core operationIdentity 已绑定另一 Command，拒绝重复执行业务 mutation。""}]"
"packages/storage/src/commandDeliveryStore.ts","executeCoreApplication","1","模板或 SQL，非界面提示","[{""line"":445,""text"":""INSERT INTO command_outbox\n         (id, command_id, attempt, destination_kind, destination_id, resource_id, external_operation_id, state, outcome,\n          auto_retry_permitted, prepared_at, provider_write_started_at, resolved_at, updated_at)\n         VALUES (?, ?, 1, 'core_application', ?, ?, NULL, 'prepared', NULL, 0, ?, NULL, NULL, ?)""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":479,""text"":""只有 external_operation 必须且只能携带稳定 externalOperationId。""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":482,""text"":""core_application 必须通过 executeCoreApplication 原子接纳，不能停留在 prepared。""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":492,""text"":""External operation identity 已绑定另一 Command，禁止二次写出。""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":502,""text"":""Provider 写出已经开始但尚无回执，禁止自动重放该命令。""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":514,""text"":""Provider 写出后结果未知或已接纳，禁止自动创建新的派发尝试。""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":521,""text"":""命令最新派发尝试没有可证明安全的重试结论。""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","模板或 SQL，非界面提示","[{""line"":530,""text"":""INSERT INTO command_outbox\n         (id, command_id, attempt, destination_kind, destination_id, resource_id, external_operation_id, state, outcome,\n          auto_retry_permitted, prepared_at, provider_write_started_at, resolved_at, updated_at)\n         VALUES (?, ?, ?, ?, ?, ?, ?, 'prepared', NULL, 1, ?, NULL, NULL, ?)""}]"
"packages/storage/src/commandDeliveryStore.ts","acceptAndPrepareInCurrentTransaction","1","模板或 SQL，非界面提示","[{""line"":536,""text"":""UPDATE command_inbox SET delivery_state = 'pending', last_outcome = NULL, updated_at = ? WHERE command_id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","markProviderWriteStartedInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":553,""text"":""core_application 没有外部写出阶段，必须在同一事务直接形成 accepted 回执。""}]"
"packages/storage/src/commandDeliveryStore.ts","markProviderWriteStartedInCurrentTransaction","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":559,""text"":""已收口的派发尝试不能重新标记为 Provider 写出。""}]"
"packages/storage/src/commandDeliveryStore.ts","markProviderWriteStartedInCurrentTransaction","1","模板或 SQL，非界面提示","[{""line"":565,""text"":""UPDATE command_outbox\n          SET state = 'provider_write_started', auto_retry_permitted = 0,\n              provider_write_started_at = ?, updated_at = ?\n        WHERE id = ? AND state = 'prepared'""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":597,""text"":""Provider 回执证据超过 1 MiB，必须改存 ArtifactRef。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":615,""text"":""同一派发尝试已经存在不同的不可变回执。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":623,""text"":""派发尝试已收口但缺少可核对的同一回执。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":635,""text"":""Provider Runtime 已接纳回执必须携带新 generation 的 nativeSessionId，且不能伪装为 nativeTurnId。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":638,""text"":""Provider session 已接纳回执必须只携带真实 nativeSessionId。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":641,""text"":""Provider turn 已接纳回执必须携带真实 nativeSessionId 与 native run/turn 身份。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":644,""text"":""Core Application 已接纳回执必须只携带稳定 operationIdentity。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":647,""text"":""External operation 已接纳回执必须由 Outbox 的稳定 externalOperationId 证明，不能伪装 Provider/Core 身份。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":650,""text"":""只有 core_application accepted 回执可以携带 operationIdentity。""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","模板或 SQL，非界面提示","[{""line"":656,""text"":""INSERT INTO command_delivery_receipts\n       (id, command_id, outbox_id, sequence, outcome, provider_id, provider_generation_id, native_session_id,\n        native_turn_id, operation_identity, evidence_sha256, evidence_json, occurred_at)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","模板或 SQL，非界面提示","[{""line"":663,""text"":""UPDATE command_outbox\n          SET state = 'resolved', outcome = ?, auto_retry_permitted = ?, resolved_at = ?, updated_at = ?\n        WHERE id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","recordOutcomeInternal","1","模板或 SQL，非界面提示","[{""line"":668,""text"":""UPDATE command_inbox SET delivery_state = ?, last_outcome = ?, updated_at = ? WHERE command_id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","get.inboxRow","1","模板或 SQL，非界面提示","[{""line"":673,""text"":""SELECT * FROM command_inbox WHERE command_id = ?""}]"
"packages/storage/src/commandDeliveryStore.ts","get.attempts","1","模板或 SQL，非界面提示","[{""line"":675,""text"":""SELECT * FROM command_outbox WHERE command_id = ? ORDER BY attempt""}]"
"packages/storage/src/commandDeliveryStore.ts","getByScope.row","1","模板或 SQL，非界面提示","[{""line"":688,""text"":""SELECT command_id FROM command_inbox WHERE scope_kind = ? AND scope_id = ? ORDER BY created_at, command_id LIMIT 1""}]"
"packages/storage/src/commandDeliveryStore.ts","listRecoveryRequired","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":707,""text"":""恢复扫描 limit 必须是 1 到 1000 的安全整数。""}]"
