"文件","入口或词典键","处理结论","当前行号","原文逐项列表","中文逐项列表或双语动态表达式","英文逐项列表","触发条件","现有操作或限制","原因或展示上下文"
"apps/desktop/browser-extension/src/background.ts","sendPage","已检查保留","981;993","[{""scope"":""sendPage"",""line"":975,""text"":""The Zeus extension needs site access for ${safeOrigin(url)}. Grant it from the extension popup."",""when"":[""!originPattern || !(await chrome.permissions.contains({ origins: [originPattern] }))""]},{""scope"":""sendPage"",""line"":987,""text"":""The page bridge failed."",""when"":[""!response?.ok""]}]","[]","[{""scope"":""sendPage"",""line"":981,""text"":""The Zeus extension needs site access for ${safeOrigin(url)}. Grant it from the extension popup."",""when"":[""!originPattern || !(await chrome.permissions.contains({ origins: [originPattern] }))""]},{""scope"":""sendPage"",""line"":993,""text"":""The page bridge failed."",""when"":[""!response?.ok""]}]","[""!originPattern || !(await chrome.permissions.contains({ origins: [originPattern] }))"",""!response?.ok""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_SITE_PERMISSION_REQUIRED', `The Zeus extension needs site access for ${safeOrigin(url)}. Grant it from the extension popup.`)"",""response?.error?.message || 'The page bridge failed.'""]"
"apps/desktop/browser-extension/src/background.ts","claimTab","已检查保留","1025","[{""scope"":""claimTab"",""line"":1019,""text"":""The browser, tab, title, URL, or document generation no longer matches the latest openTabs result."",""when"":[""!expected ||\n    (requested.browserId != null && expected.browserId !== String(requested.browserId)) ||\n    (requested.providerTabId != null && expected.tabId !== String(requested.providerTabId)) ||\n    (requested.title != null && expected.title !== String(requested.title)) ||\n    (requested.url != null && expected.url !== String(requested.url)) ||\n    (requested.documentGeneration != null && expected.documentGeneration !== Number(requested.documentGeneration)) ||\n    actual.title !== expected.title ||\n    actual.url !== expected.url ||\n    actual.documentGeneration !== expected.documentGeneration""]}]","[]","[{""scope"":""claimTab"",""line"":1025,""text"":""The browser, tab, title, URL, or document generation no longer matches the latest openTabs result."",""when"":[""!expected ||\n    (requested.browserId != null && expected.browserId !== String(requested.browserId)) ||\n    (requested.providerTabId != null && expected.tabId !== String(requested.providerTabId)) ||\n    (requested.title != null && expected.title !== String(requested.title)) ||\n    (requested.url != null && expected.url !== String(requested.url)) ||\n    (requested.documentGeneration != null && expected.documentGeneration !== Number(requested.documentGeneration)) ||\n    actual.title !== expected.title ||\n    actual.url !== expected.url ||\n    actual.documentGeneration !== expected.documentGeneration""]}]","[""!expected ||\n    (requested.browserId != null && expected.browserId !== String(requested.browserId)) ||\n    (requested.providerTabId != null && expected.tabId !== String(requested.providerTabId)) ||\n    (requested.title != null && expected.title !== String(requested.title)) ||\n    (requested.url != null && expected.url !== String(requested.url)) ||\n    (requested.documentGeneration != null && expected.documentGeneration !== Number(requested.documentGeneration)) ||\n    actual.title !== expected.title ||\n    actual.url !== expected.url ||\n    actual.documentGeneration !== expected.documentGeneration""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_TAB_CLAIM_STALE', 'The browser, tab, title, URL, or document generation no longer matches the latest openTabs result.')""]"
"apps/desktop/browser-extension/src/background.ts","extractTemporaryTabsContent","已检查保留","1035","[{""scope"":""extractTemporaryTabsContent"",""line"":1029,""text"":""Tabs.content requires at least one URL."",""when"":[""!urls.length""]}]","[]","[{""scope"":""extractTemporaryTabsContent"",""line"":1035,""text"":""Tabs.content requires at least one URL."",""when"":[""!urls.length""]}]","[""!urls.length""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_ARGUMENT_INVALID', 'Tabs.content requires at least one URL.')""]"
"apps/desktop/browser-extension/src/background.ts","resolveClaimedConvenienceTab","已检查保留","1061","[{""scope"":""resolveClaimedConvenienceTab"",""line"":1055,""text"":""Claim this exact external tab from the latest BrowserUser.openTabs result before inspecting or operating it."",""when"":[""!owned && (!claim || claim.turnId !== command.identity.turnId || claim.conversationId !== command.identity.conversationId || claim.documentGeneration !== generation)""]}]","[]","[{""scope"":""resolveClaimedConvenienceTab"",""line"":1061,""text"":""Claim this exact external tab from the latest BrowserUser.openTabs result before inspecting or operating it."",""when"":[""!owned && (!claim || claim.turnId !== command.identity.turnId || claim.conversationId !== command.identity.conversationId || claim.documentGeneration !== generation)""]}]","[""!owned && (!claim || claim.turnId !== command.identity.turnId || claim.conversationId !== command.identity.conversationId || claim.documentGeneration !== generation)""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_TAB_CLAIM_REQUIRED', 'Claim this exact external tab from the latest BrowserUser.openTabs result before inspecting or operating it.')""]"
"apps/desktop/browser-extension/src/background.ts","tabForAdvanced","已检查保留","1070","[{""scope"":""tabForAdvanced"",""line"":1064,""text"":""The remote handle became stale after navigation."",""when"":[""(generations.get(tab.id) || 1) !== handle.documentGeneration"",""request.handle""]}]","[]","[{""scope"":""tabForAdvanced"",""line"":1070,""text"":""The remote handle became stale after navigation."",""when"":[""(generations.get(tab.id) || 1) !== handle.documentGeneration"",""request.handle""]}]","[""(generations.get(tab.id) || 1) !== handle.documentGeneration"",""request.handle""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_HANDLE_STALE', 'The remote handle became stale after navigation.')""]"
"apps/desktop/browser-extension/src/background.ts","requireHandle","已检查保留","1095;1096","[{""scope"":""requireHandle"",""line"":1089,""text"":""The requested Browser remote handle is missing or has the wrong kind."",""when"":[""!handle || (kind && handle.kind !== kind)""]},{""scope"":""requireHandle"",""line"":1090,""text"":""Browser handles cannot be reused across turns."",""when"":[""command.identity?.turnId && handle.turnId !== command.identity.turnId""]}]","[]","[{""scope"":""requireHandle"",""line"":1095,""text"":""The requested Browser remote handle is missing or has the wrong kind."",""when"":[""!handle || (kind && handle.kind !== kind)""]},{""scope"":""requireHandle"",""line"":1096,""text"":""Browser handles cannot be reused across turns."",""when"":[""command.identity?.turnId && handle.turnId !== command.identity.turnId""]}]","[""!handle || (kind && handle.kind !== kind)"",""command.identity?.turnId && handle.turnId !== command.identity.turnId""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_HANDLE_INVALID', 'The requested Browser remote handle is missing or has the wrong kind.')"",""failure('ZEUS_BROWSER_HANDLE_OWNER_MISMATCH', 'Browser handles cannot be reused across turns.')""]"
"apps/desktop/browser-extension/src/background.ts","resolveTab","已检查保留","1103","[{""scope"":""resolveTab"",""line"":1097,""text"":""No active browser tab exists."",""when"":[""!active[0]""]}]","[]","[{""scope"":""resolveTab"",""line"":1103,""text"":""No active browser tab exists."",""when"":[""!active[0]""]}]","[""!active[0]""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_TAB_MISSING', 'No active browser tab exists.')""]"
"apps/desktop/browser-extension/src/background.ts","waitForTabReady","已检查保留","1115","[{""scope"":""waitForTabReady"",""line"":1109,""text"":""Timed out waiting for tab ${tabId} to finish loading.""}]","[]","[{""scope"":""waitForTabReady"",""line"":1115,""text"":""Timed out waiting for tab ${tabId} to finish loading.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_LOAD_TIMEOUT', `Timed out waiting for tab ${tabId} to finish loading.`)""]"
"apps/desktop/browser-extension/src/background.ts","captureElement","已检查保留","1160","[{""scope"":""captureElement"",""line"":1154,""text"":""No visible element exists at the requested point."",""when"":[""!rect""]}]","[]","[{""scope"":""captureElement"",""line"":1160,""text"":""No visible element exists at the requested point."",""when"":[""!rect""]}]","[""!rect""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_ELEMENT_NOT_FOUND', 'No visible element exists at the requested point.')""]"
"apps/desktop/browser-extension/src/background.ts","requireOptionalPermission","已检查保留","1171","[{""scope"":""requireOptionalPermission"",""line"":1165,""text"":""The ${permission} permission has not been granted. Grant it from the Zeus extension popup."",""when"":[""!(await chrome.permissions.contains({ permissions: [permission] }))""]}]","[]","[{""scope"":""requireOptionalPermission"",""line"":1171,""text"":""The ${permission} permission has not been granted. Grant it from the Zeus extension popup."",""when"":[""!(await chrome.permissions.contains({ permissions: [permission] }))""]}]","[""!(await chrome.permissions.contains({ permissions: [permission] }))""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_PERMISSION_REQUIRED', `The ${permission} permission has not been granted. Grant it from the Zeus extension popup.`)""]"
"apps/desktop/browser-extension/src/background.ts","targetQuery","已检查保留","1195","[{""scope"":""targetQuery"",""line"":1189,""text"":""A page target is required."",""when"":[""typeof target !== 'string'""]}]","[]","[{""scope"":""targetQuery"",""line"":1195,""text"":""A page target is required."",""when"":[""typeof target !== 'string'""]}]","[""typeof target !== 'string'""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_TARGET_REQUIRED', 'A page target is required.')""]"
"apps/desktop/browser-extension/src/background.ts","scriptExpression","已检查保留","1214","[{""scope"":""scriptExpression"",""line"":1208,""text"":""pageFunction must be a JavaScript source string or an approved expression descriptor.""}]","[]","[{""scope"":""scriptExpression"",""line"":1214,""text"":""pageFunction must be a JavaScript source string or an approved expression descriptor.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_EXPRESSION_REQUIRED', 'pageFunction must be a JavaScript source string or an approved expression descriptor.')""]"
"apps/desktop/browser-extension/src/background.ts","requireUrl","已检查保留","1218","[{""scope"":""requireUrl"",""line"":1212,""text"":""Unsupported URL: ${value}"",""when"":[""!['http:', 'https:', 'file:'].includes(url.protocol) && url.href !== 'about:blank'""]}]","[]","[{""scope"":""requireUrl"",""line"":1218,""text"":""Unsupported URL: ${value}"",""when"":[""!['http:', 'https:', 'file:'].includes(url.protocol) && url.href !== 'about:blank'""]}]","[""!['http:', 'https:', 'file:'].includes(url.protocol) && url.href !== 'about:blank'""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""failure('ZEUS_BROWSER_URL_INVALID', `Unsupported URL: ${value}`)""]"
"apps/desktop/browser-extension/src/background.ts","safeOrigin","已检查保留","1233","[{""scope"":""safeOrigin"",""line"":1227,""text"":""this page""}]","[]","[{""scope"":""safeOrigin"",""line"":1233,""text"":""this page""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""return 'this page';""]"
"apps/desktop/browser-extension/src/background.ts","browserCapabilities.description","已检查保留","1244;1245;1246","[{""scope"":""browserCapabilities.description"",""line"":1238,""text"":""Allowlisted tab, tab-group, and bookmark organization with an audit trail.""},{""scope"":""browserCapabilities.description"",""line"":1239,""text"":""Show or minimize the exact claimed external-browser window.""},{""scope"":""browserCapabilities.description"",""line"":1240,""text"":""Temporary Chromium viewport override through approved debugger access.""}]","[]","[{""scope"":""browserCapabilities.description"",""line"":1244,""text"":""Allowlisted tab, tab-group, and bookmark organization with an audit trail.""},{""scope"":""browserCapabilities.description"",""line"":1245,""text"":""Show or minimize the exact claimed external-browser window.""},{""scope"":""browserCapabilities.description"",""line"":1246,""text"":""Temporary Chromium viewport override through approved debugger access.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""description: 'Allowlisted tab, tab-group, and bookmark organization with an audit trail.'"",""description: 'Show or minimize the exact claimed external-browser window.'"",""description: 'Temporary Chromium viewport override through approved debugger access.'""]"
"apps/desktop/browser-extension/src/background.ts","tabCapabilities.description","已检查保留","1251;1252;1253;1254;1255","[{""scope"":""tabCapabilities.description"",""line"":1245,""text"":""Approved raw Chrome DevTools Protocol access.""},{""scope"":""tabCapabilities.description"",""line"":1246,""text"":""Secure, model-invisible credential handoff.""},{""scope"":""tabCapabilities.description"",""line"":1247,""text"":""Inventory and bundle page assets.""},{""scope"":""tabCapabilities.description"",""line"":1248,""text"":""Page-defined WebMCP tools when exposed by the current page.""},{""scope"":""tabCapabilities.description"",""line"":1249,""text"":""Report a visible site-served bot-detection blocker.""}]","[]","[{""scope"":""tabCapabilities.description"",""line"":1251,""text"":""Approved raw Chrome DevTools Protocol access.""},{""scope"":""tabCapabilities.description"",""line"":1252,""text"":""Secure, model-invisible credential handoff.""},{""scope"":""tabCapabilities.description"",""line"":1253,""text"":""Inventory and bundle page assets.""},{""scope"":""tabCapabilities.description"",""line"":1254,""text"":""Page-defined WebMCP tools when exposed by the current page.""},{""scope"":""tabCapabilities.description"",""line"":1255,""text"":""Report a visible site-served bot-detection blocker.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""description: 'Approved raw Chrome DevTools Protocol access.'"",""description: 'Secure, model-invisible credential handoff.'"",""description: 'Inventory and bundle page assets.'"",""description: 'Page-defined WebMCP tools when exposed by the current page.'"",""description: 'Report a visible site-served bot-detection blocker.'""]"
